Measurement Year,Facility Name,Facility ID,Facility OPCERT,Facility Medicare Number,Measure Short Name,Measure Full Name,Measure ID Number,First Quintile,Second Quintile,Third Quintile,Fourth Quintile,Fifth Quintile,Numeric Value,Character Value,Quintile,Points,Comments,City,County,Region,Current Facility Name,Location
2017,The Emerald Peek Rehabilitation and Nursing Center,1042,5901308,335003,FACILITY SCORE,Overall score,19,92,60,53,47,40,,,2,55,,Peekskill,Westchester,MARO,The Emerald Peek Rehabilitation and Nursing Center,"(41.2966, -73.8913)"
2017,Bainbridge Nursing & Rehabilitation Center,1227,7000319,335373,FACILITY SCORE,Overall score,19,92,60,53,47,40,,,1,68,,Bronx,Bronx,MARO,Bainbridge Nursing & Rehabilitation Center,"(40.8816, -73.8782)"
2017,Wyoming County Community Hospital SNF,1154,6027000,335034,FACILITY SCORE,Overall score,19,92,60,53,47,40,,,4,44,,Warsaw,Wyoming,WRO,Wyoming County Community Hospital SNF,"(42.7535, -78.1325)"
2017,Berkshire Nursing & Rehabilitation  Center,877,5101301,335083,FACILITY SCORE,Overall score,19,92,60,53,47,40,,,5,26,,W Babylon,Suffolk,MARO,Berkshire Nursing & Rehabilitation  Center,"(40.7064, -73.3439)"
2017,Schenectady Center for Rehabilitation and Nursing,839,4601307,335014,FACILITY SCORE,Overall score,19,92,60,53,47,40,,,1,63.3,,Schenectady,Schenectady,CDRO,Schenectady Center for Rehabilitation and Nursing,"(42.7925, -73.933)"
2017,Schuyler Hospital Inc and Long Term Care Unit,859,4823000,335375,FACILITY SCORE,Overall score,19,92,60,53,47,40,,,5,40,,Montour Falls,Schuyler,WRO,Schuyler Hospital Inc and Long Term Care Unit,"(42.3515, -76.8586)"
2017,Brookside Multicare Nursing Center,949,5157318,335175,FACILITY SCORE,Overall score,19,92,60,53,47,40,,,4,42,,Smithtown,Suffolk,MARO,Brookside Multicare Nursing Center,"(40.8596, -73.2134)"
2017,Soldiers and Sailors Memorial Hospital Extended Care Unit,1159,6120000,335289,FACILITY SCORE,Overall score,19,92,60,53,47,40,,,4,45,,Penn Yan,Yates,WRO,Soldiers and Sailors Memorial Hospital Extended Care Unit,"(42.6707, -77.0598)"
2017,Granville Center for Rehabilitation and Nursing,1022,5725306,335331,FACILITY SCORE,Overall score,19,92,60,53,47,40,,,3,52.2,,Granville,Washington,CDRO,Granville Center for Rehabilitation and Nursing,"(43.4045, -73.271)"
2017,Beechtree Center for Rehabilitation and Nursing,983,5401312,335017,FACILITY SCORE,Overall score,19,92,60,53,47,40,,,5,34,,Ithaca,Tompkins,CNYRO,Beechtree Center for Rehabilitation and Nursing,"(42.4363, -76.5016)"
2017,"Providence Rest, Inc.",1216,7000306,335583,FACILITY SCORE,Overall score,19,92,60,53,47,40,,,2,58,,Bronx,Bronx,MARO,"Providence Rest, Inc.","(40.8375, -73.8175)"
2017,Yonkers Gardens Center for Nursing and Rehabilitation,1109,5907314,335515,FACILITY SCORE,Overall score,19,92,60,53,47,40,,,5,30,,Yonkers,Westchester,MARO,Yonkers Gardens Center for Nursing and Rehabilitation,"(40.9298, -73.9001)"
2017,Quantum Rehabilitation and Nursing LLC,912,5151324,335719,FACILITY SCORE,Overall score,19,92,60,53,47,40,,,2,54,,Middle Island,Suffolk,MARO,Quantum Rehabilitation and Nursing LLC,"(40.8918, -72.9679)"
2017,Ross Center for Nursing and Rehabilitation,932,5154326,335159,FACILITY SCORE,Overall score,19,92,60,53,47,40,,,4,43,,Brentwood,Suffolk,MARO,Ross Center for Nursing and Rehabilitation,"(40.7824, -73.2412)"
2017,St Cabrini Nursing Home,1125,5925300,335383,FACILITY SCORE,Overall score,19,92,60,53,47,40,,,3,50,,Dobbs Ferry,Westchester,MARO,St Cabrini Nursing Home,"(41.0077, -73.8792)"
2017,Achieve Rehab and Nursing Facility,962,5220303,335449,FACILITY SCORE,Overall score,19,92,60,53,47,40,,,5,40,,Liberty,Sullivan,MARO,Achieve Rehab and Nursing Facility,"(41.7949, -74.7514)"
2017,United Hebrew Geriatric Center,1077,5904309,335621,FACILITY SCORE,Overall score,19,92,60,53,47,40,,,3,52,,New Rochelle,Westchester,MARO,United Hebrew Geriatric Center,"(40.8969, -73.7785)"
2017,Suffolk Center for Rehabilitation and Nursing,888,5123305,335596,FACILITY SCORE,Overall score,19,92,60,53,47,40,,,5,33,,Patchogue,Suffolk,MARO,Suffolk Center for Rehabilitation and Nursing,"(40.7687, -72.9957)"
2017,The Citadel Rehab and Nursing Center at Kingsbridge,1234,7000393,335028,FACILITY SCORE,Overall score,19,92,60,53,47,40,,,5,36,,Bronx,Bronx,MARO,The Citadel Rehab and Nursing Center at Kingsbridge,"(40.88, -73.8979)"
2017,Elderwood at Waverly,973,5320302,335346,FACILITY SCORE,Overall score,19,92,60,53,47,40,,,1,63,,Waverly,Tioga,CNYRO,Elderwood at Waverly,"(42.0122, -76.5276)"
2017,Waters Edge at Port Jefferson for Rehabilitation and Nursing,899,5149303,335410,FACILITY SCORE,Overall score,19,92,60,53,47,40,,,4,41,,Port Jefferson,Suffolk,MARO,Waters Edge Rehab & Nursing Center at Port Jefferson,"(40.9348, -73.0715)"
2017,Sullivan County Adult Care Center,963,5220301,335628,FACILITY SCORE,Overall score,19,92,60,53,47,40,,,1,61,,Liberty,Sullivan,MARO,Sullivan County Adult Care Center,"(41.7973, -74.7061)"
2017,Glens Falls Center for Rehabilitation and Nursing,1009,5601308,335306,FACILITY SCORE,Overall score,19,92,60,53,47,40,,,2,53.3,,Glens Falls,Warren,CDRO,Glens Falls Center for Rehabilitation and Nursing,"(43.3089, -73.6641)"
2017,Acadia Center for Nursing and Rehabilitation,941,5155301,335254,FACILITY SCORE,Overall score,19,92,60,53,47,40,,,3,53,,Riverhead,Suffolk,MARO,Acadia Center for Nursing and Rehabilitation,"(40.9307, -72.6841)"
2017,Glen Island Center for Nursing and Rehabilitation,1078,5904318,335611,FACILITY SCORE,Overall score,19,92,60,53,47,40,,,3,51,,New Rochelle,Westchester,MARO,Glen Island Center for Nursing and Rehabilitation,"(40.8952, -73.7815)"
2017,"Oasis Rehabilitation and Nursing, LLC",910,5151322,335402,FACILITY SCORE,Overall score,19,92,60,53,47,40,,,1,61,,Center Moriches,Suffolk,MARO,"Oasis Rehabilitation and Nursing, LLC","(40.8087, -72.7776)"
2017,University Center for Rehabilitation and Nursing,1244,7000337,335061,FACILITY SCORE,Overall score,19,92,60,53,47,40,,,4,43.2,,Bronx,Bronx,MARO,University Center for Rehabilitation and Nursing,"(40.8648, -73.9019)"
2017,St. James Rehabilitation & Healthcare Center,950,5157317,335301,FACILITY SCORE,Overall score,19,92,60,53,47,40,,,4,44,,St James,Suffolk,MARO,St. James Rehabilitation & Healthcare Center,"(40.8791, -73.1422)"
2017,Andrus On Hudson,1126,5926300,335795,FACILITY SCORE,Overall score,19,92,60,53,47,40,,,2,60,,Hastings-On-Hudson,Westchester,MARO,Andrus On Hudson,"(40.9842, -73.8796)"
2017,Glendale Home-Schdy Cnty Dept Social Services,846,4651300,335252,FACILITY SCORE,Overall score,19,92,60,53,47,40,,,2,57,,Scotia,Schenectady,CDRO,Glendale Home-Schdy Cnty Dept Social Services,"(42.8737, -73.9082)"
2017,Waterview Hills Rehabilitation and Nursing Center,1144,5960303,335259,FACILITY SCORE,Overall score,19,92,60,53,47,40,,,1,61,,Purdys,Westchester,MARO,Waterview Hills Rehabilitation and Nursing Center,"(41.3289, -73.6568)"
2017,Warren Center for Rehabilitation and Nursing,1008,5657300,335549,FACILITY SCORE,Overall score,19,92,60,53,47,40,,,5,34,,Queensbury,Warren,CDRO,Warren Center for Rehabilitation and Nursing,"(43.3594, -73.706)"
2017,Sutton Park Center for Nursing and Rehabilitation,1080,5904320,335350,FACILITY SCORE,Overall score,19,92,60,53,47,40,,,1,63,,New Rochelle,Westchester,MARO,Sutton Park Center for Nursing and Rehabilitation,"(40.9143, -73.7862)"
2017,Rebekah Rehab and Extended Care Center,1223,7000314,335557,FACILITY SCORE,Overall score,19,92,60,53,47,40,,,1,72,,Bronx,Bronx,MARO,Rebekah Rehab and Extended Care Center,"(40.8303, -73.8474)"
2017,Workmen's Circle Multicare Center,1219,7000390,335227,FACILITY SCORE,Overall score,19,92,60,53,47,40,,,1,65,,Bronx,Bronx,MARO,Workmen's Circle Multicare Center,"(40.8744, -73.8372)"
2017,North Westchester Restorative Therapy and Nursing Center,1150,5968302,335342,FACILITY SCORE,Overall score,19,92,60,53,47,40,,,1,62,,Mohegan Lake,Westchester,MARO,North Westchester Restorative Therapy and Nursing Center,"(41.3212, -73.8597)"
2017,Briarcliff Manor Center for Rehabilitation and Nursing Care,1128,5931301,335005,FACILITY SCORE,Overall score,19,92,60,53,47,40,,,2,57,,Briarcliff Manor,Westchester,MARO,Briarcliff Manor Center for Rehabilitation and Nursing Care,"(41.124, -73.8356)"
2017,"The New Jewish Home, Sarah Neuman",1113,5909302,335296,FACILITY SCORE,Overall score,19,92,60,53,47,40,,,2,59,,Mamaroneck,Westchester,MARO,"The New Jewish Home, Sarah Neuman","(40.944, -73.7452)"
2017,Delhi Rehabilitation and Nursing Center,1010,5601307,335876,FACILITY SCORE,Overall score,19,92,60,53,47,40,,,5,39,,Glens Falls,Warren,CDRO,The Pines at Glens Falls Center for Nursing & Rehabilitation,"(43.3108, -73.6339)"
2017,The Wartburg Home,1068,5903309,335269,FACILITY SCORE,Overall score,19,92,60,53,47,40,,,1,65,,Mount Vernon,Westchester,MARO,The Wartburg Home,"(40.9197, -73.8139)"
2017,Golden Hill Nursing and Rehabilitation Center,998,5501311,335451,FACILITY SCORE,Overall score,19,92,60,53,47,40,,,3,53,,Kingston,Ulster,MARO,Golden Hill Nursing and Rehabilitation Center,"(41.9171, -74.0227)"
2017,St Patricks Home,1217,7000307,335011,FACILITY SCORE,Overall score,19,92,60,53,47,40,,,3,49,,Bronx,Bronx,MARO,St Patricks Home,"(40.8844, -73.8885)"
2017,Grand Manor Nursing & Rehabilitation Center,856,7000361,335744,FACILITY SCORE,Overall score,19,92,60,53,47,40,,,4,46,,Bronx,Bronx,MARO,Grand Manor Nursing & Rehabilitation Center,"(40.8198, -73.8577)"
2017,"White Plains Center for Nursing Care, LLC",1058,5902315,335224,FACILITY SCORE,Overall score,19,92,60,53,47,40,,,4,44,,White Plains,Westchester,MARO,White Plains Center for Nursing Care,"(41.0194, -73.7765)"
2017,Gold Crest Care Center,1226,7000376,335079,FACILITY SCORE,Overall score,19,92,60,53,47,40,,,2,55,,Bronx,Bronx,MARO,Gold Crest Care Center,"(40.8591, -73.8334)"
2017,Cortlandt Healthcare,1041,5901307,335441,FACILITY SCORE,Overall score,19,92,60,53,47,40,,,4,43,,Peekskill,Westchester,MARO,Cortlandt Healthcare,"(41.3127, -73.9053)"
2017,Westchester Center for Rehabilitation & Nursing,1069,5903312,335459,FACILITY SCORE,Overall score,19,92,60,53,47,40,,,2,54,,Mount Vernon,Westchester,MARO,Westchester Center for Rehabilitation & Nursing,"(40.9124, -73.8263)"
2017,Split Rock Rehabilitation and Health Care Center,1243,7000384,335321,FACILITY SCORE,Overall score,19,92,60,53,47,40,,,5,37,,Bronx,Bronx,MARO,Split Rock Rehabilitation and Health Care Center,"(40.8817, -73.839)"
2017,Hudson Valley Rehabilitation & Extended Care Center,1003,5556302,335399,FACILITY SCORE,Overall score,19,92,60,53,47,40,,,4,46,,Highland,Ulster,MARO,Hudson Valley Rehabilitation & Extended Care Center,"(41.7039, -73.9801)"
2017,Sans Souci Rehabilitation and Nursing Center,1106,5907317,335398,FACILITY SCORE,Overall score,19,92,60,53,47,40,,,5,29,,Yonkers,Westchester,MARO,Sans Souci Rehabilitation and Nursing Center,"(40.9442, -73.8912)"
2017,Roscoe Regional Rehabilitation & Residential Health Care Facility,970,5262300,335316,FACILITY SCORE,Overall score,19,92,60,53,47,40,,,2,58,,Roscoe,Sullivan,MARO,Roscoe Rehabilitation and Nursing Center,"(41.9623, -74.9079)"
2017,Momentum at South Bay for Rehabilitation and Nursing,934,5154324,335401,FACILITY SCORE,Overall score,19,92,60,53,47,40,,,1,63,,East Islip,Suffolk,MARO,Momentum at South Bay for Rehabilitation and Nursing,"(40.7346, -73.1746)"
2017,Sunrise Manor Center for Nursing and Rehabilitation,931,5154312,335568,FACILITY SCORE,Overall score,19,92,60,53,47,40,,,5,22,,Bay Shore,Suffolk,MARO,Sunrise Manor Center for Nursing and Rehabilitation,"(40.7402, -73.2392)"
2017,"Seneca Nursing & Rehabilitation Center, LLC",863,4921303,335400,FACILITY SCORE,Overall score,19,92,60,53,47,40,,,5,32,,Waterloo,Seneca,WRO,"Seneca Nursing & Rehabilitation Center, LLC","(42.9064, -76.8467)"
2017,Bayberry Nursing Home,1073,5904317,335614,FACILITY SCORE,Overall score,19,92,60,53,47,40,,,1,70,,New Rochelle,Westchester,MARO,Bayberry Nursing Home,"(40.8922, -73.7842)"
2017,Corning Center for Rehabilitation and Healthcare,867,5001300,335330,FACILITY SCORE,Overall score,19,92,60,53,47,40,,,5,36,,Corning,Steuben,WRO,Corning Center for Rehabilitation and Healthcare,"(42.14, -77.046)"
2017,Elderwood at North Creek,1013,5655303,335429,FACILITY SCORE,Overall score,19,92,60,53,47,40,,,2,54,,North Creek,Warren,CDRO,Elderwood at North Creek,"(43.6944, -73.9893)"
2017,Oak Hill Manor Nursing Home,982,5401310,335225,FACILITY SCORE,Overall score,19,92,60,53,47,40,,,3,53,,Ithaca,Tompkins,CNYRO,Oak Hill Rehabilitation and Nursing Care Center,"(42.4322, -76.4919)"
2017,Methodist Home for Nursing and Rehabilitation,1221,7000311,335524,FACILITY SCORE,Overall score,19,92,60,53,47,40,,,2,57,,Bronx,Bronx,MARO,Methodist Home for Nursing and Rehabilitation,"(40.8895, -73.903)"
2017,East Side Nursing Home,1156,6027303,335511,FACILITY SCORE,Overall score,19,92,60,53,47,40,,,3,53,,Warsaw,Wyoming,WRO,East Side Nursing Home,"(42.739, -78.1287)"
2017,Schervier Nursing Care Center,1224,7000800,335015,FACILITY SCORE,Overall score,19,92,60,53,47,40,,,2,58,,Bronx,Bronx,MARO,Schervier Nursing Care Center,"(40.8831, -73.9173)"
2017,Mills Pond Nursing and Rehabilitation Center,953,5157319,335739,FACILITY SCORE,Overall score,19,92,60,53,47,40,,,5,38,,St James,Suffolk,MARO,Luxor Nursing and Rehabilitation at Mills Pond,"(40.879, -73.1418)"
2017,Bronx Park Rehabilitation & Nursing Center,1246,7000380,335358,FACILITY SCORE,Overall score,19,92,60,53,47,40,,,1,62,,Bronx,Bronx,MARO,Bronx Park Rehabilitation & Nursing Center,"(40.8858, -73.865)"
2017,Carillon Nursing and Rehabilitation Center,920,5153306,335286,FACILITY SCORE,Overall score,19,92,60,53,47,40,,,2,55,,Huntington,Suffolk,MARO,Carillon Nursing and Rehabilitation Center,"(40.8554, -73.3893)"
2017,The Enclave at Port Chester Rehabilitation and Nursing Center,1094,5906304,335312,FACILITY SCORE,Overall score,19,92,60,53,47,40,,,2,59,,Port Chester,Westchester,MARO,The Enclave at Rye Rehabilitation and Nursing Center,"(40.9936, -73.6774)"
2017,Steuben Center for Rehabilitation and Healthcare,875,5022302,335309,FACILITY SCORE,Overall score,19,92,60,53,47,40,,,4,46,,Bath,Steuben,WRO,Steuben Center for Rehabilitation and Healthcare,"(42.3491, -77.2956)"
2017,Regency Extended Care Center,1103,5907315,335080,FACILITY SCORE,Overall score,19,92,60,53,47,40,,,5,38,,Yonkers,Westchester,MARO,Regency Extended Care Center,"(40.9395, -73.8948)"
2017,Newark Manor Nursing Home Inc,1031,5820302,335219,FACILITY SCORE,Overall score,19,92,60,53,47,40,,,2,56,,Newark,Wayne,WRO,Newark Manor Nursing Home Inc,"(43.0623, -77.1001)"
2017,Catskill Regional Medical Center,840,5263000,335639,FACILITY SCORE,Overall score,19,92,60,53,47,40,,,2,60,,Harris,Sullivan,MARO,Catskill Regional Medical Center,"(41.718, -74.7278)"
2017,Morris Park Nursing Home,1235,7000328,335347,FACILITY SCORE,Overall score,19,92,60,53,47,40,,,1,62,,Bronx,Bronx,MARO,Morris Park Nursing Home,"(40.8586, -73.8518)"
2017,Riverview Manor Health Care Center,976,5324302,335103,FACILITY SCORE,Overall score,19,92,60,53,47,40,,,2,56,,Owego,Tioga,CNYRO,River View Rehabilitation and Nursing Care Center,"(42.1063, -76.2495)"
2017,Hudson Pointe at Riverdale Center for Nursing and Rehabilitation,1232,7000394,335187,FACILITY SCORE,Overall score,19,92,60,53,47,40,,,4,45,,Bronx,Bronx,MARO,Hudson Pointe at Riverdale Center for Nursing and Rehabilitation,"(40.885, -73.9138)"
2017,Kingsway Arms Nursing Center Inc,841,4601305,335466,FACILITY SCORE,Overall score,19,92,60,53,47,40,,,1,71,,Schenectady,Schenectady,CDRO,Kingsway Arms Nursing Center Inc,"(42.7764, -73.9114)"
2017,Beth Abraham Center for Rehabilitation and Nursing,1218,7000399,335201,FACILITY SCORE,Overall score,19,92,60,53,47,40,,,2,53.3,,Bronx,Bronx,MARO,Beth Abraham Center for Rehabilitation and Nursing,"(40.8653, -73.87)"
2017,Apex Rehabilitation & Care Center,919,5153311,335067,FACILITY SCORE,Overall score,19,92,60,53,47,40,,,4,41,,Huntington Station,Suffolk,MARO,Apex Rehabilitation & Care Center,"(40.8272, -73.3936)"
2017,"St Johnland Nursing Center, Inc",951,5157311,335487,FACILITY SCORE,Overall score,19,92,60,53,47,40,,,2,59,,Kings Park,Suffolk,MARO,"St Johnland Nursing Center, Inc","(40.902, -73.2406)"
2017,Eastchester Rehabilitation and Health Care Center,1231,7000383,335214,FACILITY SCORE,Overall score,19,92,60,53,47,40,,,4,46,,Bronx,Bronx,MARO,Eastchester Rehabilitation and Health Care Center,"(40.8659, -73.8433)"
2017,Cayuga Ridge Extened Care,984,5401311,335249,FACILITY SCORE,Overall score,19,92,60,53,47,40,,,5,32,,Ithaca,Tompkins,CNYRO,Cayuga Nursing and Rehabilitation Center,"(42.4626, -76.533)"
2017,Wayne Health Care,1029,5820000,335403,FACILITY SCORE,Overall score,19,92,60,53,47,40,,,4,46,,Newark,Wayne,WRO,Wayne Health Care,"(43.0623, -77.1097)"
2017,Hebrew Home for the Aged at Riverdale,1212,7000302,335020,FACILITY SCORE,Overall score,19,92,60,53,47,40,,,1,64,,Bronx,Bronx,MARO,Hebrew Home for the Aged at Riverdale,"(40.9092, -73.9083)"
2017,Our Lady of Consolation Nursing and Rehabilitative Care Center,935,5154319,335539,FACILITY SCORE,Overall score,19,92,60,53,47,40,,,2,58,,West Islip,Suffolk,MARO,Our Lady of Consolation Nursing and Rehabilitative Care Center,"(40.6909, -73.2925)"
2017,"Sky View Rehabilitation and Health Care Center, LLC",1120,5921302,335508,FACILITY SCORE,Overall score,19,92,60,53,47,40,,,5,39,,Croton On Hudson,Westchester,MARO,"Sky View Rehabilitation and Health Care Center, LLC","(41.2156, -73.9067)"
2017,The Plaza Rehab and Nursing Center,1225,7000396,335462,FACILITY SCORE,Overall score,19,92,60,53,47,40,,,1,67,,Bronx,Bronx,MARO,The Plaza Rehab and Nursing Center,"(40.8684, -73.9016)"
2017,Tarrytown Hall Care Center,1115,5911302,335421,FACILITY SCORE,Overall score,19,92,60,53,47,40,,,3,49,,Tarrytown,Westchester,MARO,Tarrytown Hall Care Center,"(41.0806, -73.8613)"
2017,Riverdale Nursing Home,1241,7000357,335096,FACILITY SCORE,Overall score,19,92,60,53,47,40,,,5,31,,Bronx,Bronx,MARO,Riverdale Nursing Home,"(40.8822, -73.915)"
2017,Gowanda Rehabilitation & Nursing Center,1032,427302,335642,FACILITY SCORE,Overall score,19,92,60,53,47,40,,,4,45,,Gowanda,Cattaraugus,WRO,Gowanda Rehabilitation & Nursing Center,"(42.4556, -78.9259)"
2017,"Fort Hudson Nursing Center, Inc.",1018,5724302,335300,FACILITY SCORE,Overall score,19,92,60,53,47,40,,,3,50,,Fort Edward,Washington,CDRO,"Fort Hudson Nursing Center, Inc.","(43.267, -73.5846)"
2017,Fieldston Lodge Care Center,1233,7000385,335248,FACILITY SCORE,Overall score,19,92,60,53,47,40,,,3,52,,Bronx,Bronx,MARO,Fieldston Lodge Care Center,"(40.8805, -73.9188)"
2017,New Paltz Center for Rehabilitation and Nursing,1001,5522304,335188,FACILITY SCORE,Overall score,19,92,60,53,47,40,,,5,32.2,,New Paltz,Ulster,MARO,New Paltz Center for Rehabilitation and Nursing,"(41.728, -74.0992)"
2017,Penn Yan Manor Nursing Home Inc,1162,6120300,335494,FACILITY SCORE,Overall score,19,92,60,53,47,40,,,4,46.3,,Penn Yan,Yates,WRO,Penn Yan Manor Nursing Home Inc,"(42.6714, -77.0628)"
2017,Park Gardens Rehabilitation & Nursing Center LLC,1238,7000382,335287,FACILITY SCORE,Overall score,19,92,60,53,47,40,,,4,43,,Riverdale,Bronx,MARO,Park Gardens Rehabilitation & Nursing Center LLC,"(40.9079, -73.8966)"
2017,"Hornell Gardens, LLC",871,5002302,335322,FACILITY SCORE,Overall score,19,92,60,53,47,40,,,4,43,,Hornell,Steuben,WRO,"Hornell Gardens, LLC","(42.3129, -77.6586)"
2017,Martine Center for Rehabilitation and Nursing,1059,5902317,335424,FACILITY SCORE,Overall score,19,92,60,53,47,40,,,1,71.1,,White Plains,Westchester,MARO,Martine Center for Rehabilitation and Nursing,"(41.0236, -73.7761)"
2017,The Paramount at Somers Rehabilitation and Nursing Center,1148,5966300,335261,FACILITY SCORE,Overall score,19,92,60,53,47,40,,,4,41,,Somers,Westchester,MARO,The Paramount at Somers Rehabilitation and Nursing Center,"(41.3015, -73.7001)"
2017,Bethel Nursing Home Company Inc,1088,5905303,335490,FACILITY SCORE,Overall score,19,92,60,53,47,40,,,3,52,,Ossining,Westchester,MARO,Bethel Nursing Home Company Inc,"(41.1732, -73.8433)"
2017,Hilaire Rehab & Nursing,917,5153310,335040,FACILITY SCORE,Overall score,19,92,60,53,47,40,,,5,35,,Huntington,Suffolk,MARO,Hilaire Rehab & Nursing,"(40.8678, -73.4108)"
2017,Cedar Manor Nursing & Rehabilitation Center,1087,5905309,335185,FACILITY SCORE,Overall score,19,92,60,53,47,40,,,5,39,,Ossining,Westchester,MARO,Cedar Manor Nursing & Rehabilitation Center,"(41.1763, -73.8669)"
2017,Schaffer Extended Care Center,1081,5904322,335337,FACILITY SCORE,Overall score,19,92,60,53,47,40,,,1,62,,New Rochelle,Westchester,MARO,Schaffer Extended Care Center,"(40.913, -73.7871)"
2017,Heritage Green Rehab & Skilled Nursing,2574,658301,335721,FACILITY SCORE,Overall score,19,92,60,53,47,40,,,2,57,,Greenhurst,Chautauqua,WRO,Heritage Green Rehab & Skilled Nursing,"(42.1194, -79.3105)"
2017,Williamsville Suburban LLC,1378,1421306,335647,FACILITY SCORE,Overall score,19,92,60,53,47,40,,,4,42,,Williamsville,Erie,WRO,Williamsville Suburban LLC,"(42.9564, -78.7549)"
2017,Palm Gardens Center for Nursing and Rehabilitation,1392,7001391,335328,FACILITY SCORE,Overall score,19,92,60,53,47,40,,,1,62,,Brooklyn,Kings,MARO,Palm Gardens Center for Nursing and Rehabilitation,"(40.6411, -73.9728)"
2017,Wayne Center for Nursing & Rehabilitation,1257,7000350,335495,FACILITY SCORE,Overall score,19,92,60,53,47,40,,,2,58,,Bronx,Bronx,MARO,Wayne Center for Nursing & Rehabilitation,"(40.8812, -73.8774)"
2017,New Gouverneur Hospital SNF,1606,7002343,335461,FACILITY SCORE,Overall score,19,92,60,53,47,40,,,2,57,,New York,New York,MARO,New Gouverneur Hospital SNF,"(40.7129, -73.9877)"
2017,Verrazano Nursing Home,1754,7004320,335273,FACILITY SCORE,Overall score,19,92,60,53,47,40,,,1,63,,Staten Island,Richmond,MARO,Verrazano Nursing Home,"(40.6343, -74.0876)"
2017,Spring Creek Rehabilitation & Nursing Care Center,1400,7001384,335125,FACILITY SCORE,Overall score,19,92,60,53,47,40,,,1,68,,Brooklyn,Kings,MARO,Spring Creek Rehabilitation & Nursing Care Center,"(40.6453, -73.8834)"
2017,Harlem Center for Nursing and Rehabilitation,1604,7002341,335522,FACILITY SCORE,Overall score,19,92,60,53,47,40,,,3,52,,New York,New York,MARO,Harlem Center for Nursing and Rehabilitation,"(40.815, -73.9372)"
2017,Menorah Home & Hospital for Aged & Infirm,2539,7001372,335653,FACILITY SCORE,Overall score,19,92,60,53,47,40,,,3,53,,Brooklyn,Kings,MARO,Menorah Home & Hospital for Aged & Infirm,"(40.5783, -73.9392)"
2017,Hillside Manor Rehab & Extended Care Center,1714,7003350,335531,FACILITY SCORE,Overall score,19,92,60,53,47,40,,,2,60,,Jamaica Estates,Queens,MARO,Hillside Manor Rehab & Extended Care Center,"(40.7136, -73.7801)"
2017,Bedford Center for Nursing and Rehabilitation,1409,7001805,335626,FACILITY SCORE,Overall score,19,92,60,53,47,40,,,4,45,,Brooklyn,Kings,MARO,Bedford Center for Nursing and Rehabilitation,"(40.7003, -73.9582)"
2017,Oxford Nursing Home,1391,7001373,335163,FACILITY SCORE,Overall score,19,92,60,53,47,40,,,3,53,,Brooklyn,Kings,MARO,Oxford Nursing Home,"(40.685, -73.9732)"
2017,Resort Nursing Home,1694,7003330,335199,FACILITY SCORE,Overall score,19,92,60,53,47,40,,,4,43,,Arverne,Queens,MARO,Resort Nursing Home,"(40.5937, -73.7971)"
2017,Park Nursing Home,1689,7003364,335093,FACILITY SCORE,Overall score,19,92,60,53,47,40,,,3,50,,Rockaway Park,Queens,MARO,Park Nursing Home,"(40.5787, -73.8354)"
2017,North Gate Health Care Facility,1583,3160301,335649,FACILITY SCORE,Overall score,19,92,60,53,47,40,,,1,84,,North Tonawanda,Niagara,WRO,North Gate Health Care Facility,"(43.0745, -78.866)"
2017,Triboro Center for Rehabilitation and Nursing,1249,7000398,335445,FACILITY SCORE,Overall score,19,92,60,53,47,40,,,5,36,,Bronx,Bronx,MARO,Triboro Center for Rehabilitation and Nursing,"(40.8314, -73.912)"
2017,Fort Tryon Center for Rehabilitation and Nursing,1585,7002359,335257,FACILITY SCORE,Overall score,19,92,60,53,47,40,,,5,38,,New York,New York,MARO,Fort Tryon Center for Rehabilitation and Nursing,"(40.857, -73.9349)"
2017,Franklin Center for Rehabilitation and Nursing,1708,7003402,335426,FACILITY SCORE,Overall score,19,92,60,53,47,40,,,5,34,,Flushing,Queens,MARO,Franklin Center for Rehabilitation and Nursing,"(40.7568, -73.8228)"
2017,New East Side Nursing Home,1578,7002358,335517,FACILITY SCORE,Overall score,19,92,60,53,47,40,,,4,41,,New York,New York,MARO,New East Side Nursing Home,"(40.716, -73.9829)"
2017,Silver Lake Specialized Rehabilitation and Care Center,1753,7004323,335196,FACILITY SCORE,Overall score,19,92,60,53,47,40,,,5,35,,Staten Island,Richmond,MARO,Silver Lake Specialized Rehabilitation and Care Center,"(40.6334, -74.0922)"
2017,Brooklyn United Methodist Church Home,1368,7001308,335604,FACILITY SCORE,Overall score,19,92,60,53,47,40,,,1,63,,Brooklyn,Kings,MARO,Brooklyn United Methodist Church Home,"(40.671, -73.8625)"
2017,Fairview Nursing Care Center Inc,1678,7003375,335146,FACILITY SCORE,Overall score,19,92,60,53,47,40,,,2,55,,Forest Hills,Queens,MARO,Fairview Nursing Care Center Inc,"(40.7248, -73.8381)"
2017,Bronx Center for Rehabilitation & Health Care,1251,7000381,335506,FACILITY SCORE,Overall score,19,92,60,53,47,40,,,2,59,,Bronx,Bronx,MARO,Bronx Center for Rehabilitation & Health Care,"(40.8265, -73.8612)"
2017,Horizon Care Center,1731,7003389,335738,FACILITY SCORE,Overall score,19,92,60,53,47,40,,,3,49,,Arverne,Queens,MARO,Horizon Care Center,"(40.5929, -73.7936)"
