"Facility ID","Facility Name","Certification Number","Street Address","City","State","Zip","County","Area Office","Phone","Website","Census Date","Week Difference","Week Difference Category","Bed Type","Total Capacity","Available Capacity","Category","Latitude","Longitude"
"1226","Gold Crest Care Center","7000376N","2316 Bruner Avenue","Bronx","NY","10469","Bronx","Metropolitan Area Regional Office - New York City","718-882-6400","http://www.goldcrestcc.com/","05/20/2020","0","0","NHBEDSAV","175","23","5","40.859093","-73.833366"
"1227","Bainbridge Nursing & Rehabilitation Center","7000319N","3518 Bainbridge Avenue","Bronx","NY","10467","Bronx","Metropolitan Area Regional Office - New York City","718-655-1991","https://www.bainbridgecares.com/","05/20/2020","0","0","NHBEDSAV","200","26","5","40.881596","-73.878242"
"1231","Eastchester Rehabilitation and Health Care Center","7000383N","2700 Eastchester Road","Bronx","NY","10469","Bronx","Metropolitan Area Regional Office - New York City","718-231-5550","http://eastchesterrehab.com/","05/06/2020","2","2","SCATTERBEDSAV","24","5","2","40.865871","-73.843262"
"1231","Eastchester Rehabilitation and Health Care Center","7000383N","2700 Eastchester Road","Bronx","NY","10469","Bronx","Metropolitan Area Regional Office - New York City","718-231-5550","http://eastchesterrehab.com/","05/06/2020","2","2","VENTBEDSAV","16","0","0","40.865871","-73.843262"
"1231","Eastchester Rehabilitation and Health Care Center","7000383N","2700 Eastchester Road","Bronx","NY","10469","Bronx","Metropolitan Area Regional Office - New York City","718-231-5550","http://eastchesterrehab.com/","05/06/2020","2","2","NHBEDSAV","200","56","5","40.865871","-73.843262"
"1232","Hudson Pointe at Riverdale Center for Nursing and Rehabilitation","7000394N","3220 Henry Hudson Parkway","Bronx","NY","10463","Bronx","Metropolitan Area Regional Office - New York City","718-514-2000","http://www.hudsonpointerehab.com/","05/20/2020","0","0","NHBEDSAV","159","20","5","40.884998","-73.913773"
"1233","Fieldston Lodge Care Center","7000385N","666 Kappock Street","Bronx","NY","10463","Bronx","Metropolitan Area Regional Office - New York City","718-549-1203","http://fieldstonlodge.com/","05/20/2020","0","0","NHBEDSAV","200","38","5","40.880508","-73.918770"
"1233","Fieldston Lodge Care Center","7000385N","666 Kappock Street","Bronx","NY","10463","Bronx","Metropolitan Area Regional Office - New York City","718-549-1203","http://fieldstonlodge.com/","05/20/2020","0","0","SCATTERBEDSAV","14","2","1","40.880508","-73.918770"
"1233","Fieldston Lodge Care Center","7000385N","666 Kappock Street","Bronx","NY","10463","Bronx","Metropolitan Area Regional Office - New York City","718-549-1203","http://fieldstonlodge.com/","05/20/2020","0","0","VENTBEDSAV","10","0","0","40.880508","-73.918770"
"1234","The Citadel Rehab and Nursing Center at Kingsbridge","7000393N","3400 Cannon Place","Bronx","NY","10463","Bronx","Metropolitan Area Regional Office - New York City","718-796-8100","http://khrcc.com/","05/20/2020","0","0","NHBEDSAV","385","81","5","40.880001","-73.897919"
"1235","Morris Park Rehabilitation and Nursing Center","7000802N","1235 Pelham Parkway North","Bronx","NY","10469","Bronx","Metropolitan Area Regional Office - New York City","718-231-4300","https://www.morrisparkrehab.com/","05/13/2020","1","1","NHBEDSAV","191","43","5","40.858589","-73.851822"
"1236","Mosholu Parkway Nursing & Rehabilitation Center","7000329N","3356 Perry Avenue","Bronx","NY","10467","Bronx","Metropolitan Area Regional Office - New York City","718-655-3568","https://mosholucares.com/","05/13/2020","1","1","NEUROBEDSAV","122","30","5","40.878490","-73.874489"
"1236","Mosholu Parkway Nursing & Rehabilitation Center","7000329N","3356 Perry Avenue","Bronx","NY","10467","Bronx","Metropolitan Area Regional Office - New York City","718-655-3568","https://mosholucares.com/","05/13/2020","1","1","TBIBEDSAV","122","30","5","40.878490","-73.874489"
"1236","Mosholu Parkway Nursing & Rehabilitation Center","7000329N","3356 Perry Avenue","Bronx","NY","10467","Bronx","Metropolitan Area Regional Office - New York City","718-655-3568","https://mosholucares.com/","05/13/2020","1","1","BIBEDSAV","122","30","5","40.878490","-73.874489"
"1236","Mosholu Parkway Nursing & Rehabilitation Center","7000329N","3356 Perry Avenue","Bronx","NY","10467","Bronx","Metropolitan Area Regional Office - New York City","718-655-3568","https://mosholucares.com/","05/13/2020","1","1","NHBEDSAV","122","30","5","40.878490","-73.874489"
"1238","Park Gardens Rehabilitation & Nursing Center LLC","7000382N","6585 Broadway","Riverdale","NY","10471","Bronx","Metropolitan Area Regional Office - New York City","718-549-2200","http://www.parkgardensrnc.com/","04/22/2020","4","4","NHBEDSAV","200","22","5","40.907948","-73.896637"
"1241","Riverdale Nursing Home","7000357N","641 West 230th St","Bronx","NY","10463","Bronx","Metropolitan Area Regional Office - New York City","718-796-4800","http://www.riverdalenursinghome.com/","05/20/2020","0","0","NHBEDSAV","146","30","5","40.882172","-73.914978"
"1242","Regeis Care Center","7000356N","3200 Baychester Ave","Bronx","NY","10475","Bronx","Metropolitan Area Regional Office - New York City","718-320-3700","http://www.regeiscarecenter.com/","05/20/2020","0","0","NHBEDSAV","238","47","5","40.876904","-73.836105"
"1243","Split Rock Rehabilitation and Health Care Center","7000384N","3525 Baychester Ave","Bronx","NY","10466","Bronx","Metropolitan Area Regional Office - New York City","718-798-8900","http://splitrockrehab.com/","05/20/2020","0","0","DIALYSISDEN","4",".","1","40.881653","-73.839035"
"1243","Split Rock Rehabilitation and Health Care Center","7000384N","3525 Baychester Ave","Bronx","NY","10466","Bronx","Metropolitan Area Regional Office - New York City","718-798-8900","http://splitrockrehab.com/","05/20/2020","0","0","PEDVENTCAP","5",".","1","40.881653","-73.839035"
"1243","Split Rock Rehabilitation and Health Care Center","7000384N","3525 Baychester Ave","Bronx","NY","10466","Bronx","Metropolitan Area Regional Office - New York City","718-798-8900","http://splitrockrehab.com/","05/20/2020","0","0","NHBEDSAV","240","23","5","40.881653","-73.839035"
"1243","Split Rock Rehabilitation and Health Care Center","7000384N","3525 Baychester Ave","Bronx","NY","10466","Bronx","Metropolitan Area Regional Office - New York City","718-798-8900","http://splitrockrehab.com/","05/20/2020","0","0","VENTBEDSAV","27","1","1","40.881653","-73.839035"
"1244","University Center for Rehabilitation and Nursing","7000337N","2505 Grand Ave","Bronx","NY","10468","Bronx","Metropolitan Area Regional Office - New York City","718-295-1400","http://universitynh.com/","05/20/2020","0","0","NHBEDSAV","46","4","2","40.864773","-73.901878"
"1245","Pelham Parkway Nursing Care and Rehabilitation Facility LLC","7000338N","2401 Laconia Ave","Bronx","NY","10469","Bronx","Metropolitan Area Regional Office - New York City","718-798-8600","http://www.pelhamparkwaynursing.com/","05/20/2020","0","0","NHBEDSAV","200","49","5","40.861217","-73.855995"
"1246","Bronx Park Rehabilitation & Nursing Center","7000380N","3845 Carpenter Ave","Bronx","NY","10467","Bronx","Metropolitan Area Regional Office - New York City","718-798-1100","https://profiles.health.ny.gov/nursing_home/view/150667","05/20/2020","0","0","NHBEDSAV","240","30","5","40.885784","-73.865028"
"1247","Williamsbridge Center for Rehabilitation and Nursing","7000379N","1540 Tomlinson Avenue","Bronx","NY","10461","Bronx","Metropolitan Area Regional Office - New York City","718-892-6600","http://williamsbridgemanor.com/","05/20/2020","0","0","NHBEDSAV","77","11","4","40.845921","-73.849037"
"1248","Laconia Nursing Home","7000370N","1050 East 230th Street","Bronx","NY","10466","Bronx","Metropolitan Area Regional Office - New York City","718-654-5875","http://www.laconianursinghome.com/","05/20/2020","0","0","NHBEDSAV","240","47","5","40.888084","-73.848473"
"1249","Triboro Center for Rehabilitation and Nursing","7000398N","1160 Teller Ave","Bronx","NY","10456","Bronx","Metropolitan Area Regional Office - New York City","718-293-1500","https://centershealthcare.com/triboro_center","05/13/2020","1","1","NHBEDSAV","405","26","5","40.831406","-73.912041"
"1249","Triboro Center for Rehabilitation and Nursing","7000398N","1160 Teller Ave","Bronx","NY","10456","Bronx","Metropolitan Area Regional Office - New York City","718-293-1500","https://centershealthcare.com/triboro_center","05/13/2020","1","1","SCATTERBEDSAV","4","4","2","40.831406","-73.912041"
"1249","Triboro Center for Rehabilitation and Nursing","7000398N","1160 Teller Ave","Bronx","NY","10456","Bronx","Metropolitan Area Regional Office - New York City","718-293-1500","https://centershealthcare.com/triboro_center","05/13/2020","1","1","VENTBEDSAV","24","6","3","40.831406","-73.912041"
"1249","Triboro Center for Rehabilitation and Nursing","7000398N","1160 Teller Ave","Bronx","NY","10456","Bronx","Metropolitan Area Regional Office - New York City","718-293-1500","https://centershealthcare.com/triboro_center","05/13/2020","1","1","DIALYSISDEN","12",".","1","40.831406","-73.912041"
"1250","Kings Harbor Multicare Center","7000372N","2000 E Gunhill Road","Bronx","NY","10469","Bronx","Metropolitan Area Regional Office - New York City","718-320-0400","http://www.kingsharbor.com/","05/20/2020","0","0","DIALYSISDEN","9",".","1","40.859940","-73.829659"
"1250","Kings Harbor Multicare Center","7000372N","2000 E Gunhill Road","Bronx","NY","10469","Bronx","Metropolitan Area Regional Office - New York City","718-320-0400","http://www.kingsharbor.com/","05/20/2020","0","0","NHBEDSAV","720","227","5","40.859940","-73.829659"
"1251","Bronx Center for Rehabilitation & Health Care","7000381N","1010 Underhill Ave","Bronx","NY","10472","Bronx","Metropolitan Area Regional Office - New York City","718-863-6700","http://bronxcenter.net/","05/20/2020","0","0","NHBEDSAV","200","19","4","40.826546","-73.861229"
"1252","Morningside Nursing and Rehabilitation Center","7000391N","1000 Pelham Parkway South","Bronx","NY","10461","Bronx","Metropolitan Area Regional Office - New York City","718-409-8200","http://morningsidenrc.com/","05/13/2020","1","1","NHBEDSAV","314","26","5","40.856792","-73.859024"
"1252","Morningside Nursing and Rehabilitation Center","7000391N","1000 Pelham Parkway South","Bronx","NY","10461","Bronx","Metropolitan Area Regional Office - New York City","718-409-8200","http://morningsidenrc.com/","05/13/2020","1","1","ADHCPSLOTSAV","50","50","5","40.856792","-73.859024"
"1253","Concourse Rehabilitation and Nursing Center, Inc","7000375N","1072 Grand Concourse","Bronx","NY","10456","Bronx","Metropolitan Area Regional Office - New York City","718-681-4000","http://www.concourserehab.com/getting-started","05/20/2020","0","0","NHBEDSAV","200","8","3","40.831470","-73.919853"
"1253","Concourse Rehabilitation and Nursing Center, Inc","7000375N","1072 Grand Concourse","Bronx","NY","10456","Bronx","Metropolitan Area Regional Office - New York City","718-681-4000","http://www.concourserehab.com/getting-started","05/20/2020","0","0","SCATTERBEDSAV","18","2","1","40.831470","-73.919853"
"1253","Concourse Rehabilitation and Nursing Center, Inc","7000375N","1072 Grand Concourse","Bronx","NY","10456","Bronx","Metropolitan Area Regional Office - New York City","718-681-4000","http://www.concourserehab.com/getting-started","05/20/2020","0","0","VENTBEDSAV","22","0","0","40.831470","-73.919853"
"1255","Bethany Nursing Home & Health Related Facility Inc","0722301N","3005 Watkins Road","Horseheads","NY","14845","Chemung","Western Regional Office - Rochester","607-739-8711","http://www.bethany-village.org/","05/20/2020","0","0","NHBEDSAV","120","27","5","42.183548","-76.832710"
"1257","Wayne Center for Nursing & Rehabilitation","7000350N","3530 Wayne Avenue","Bronx","NY","10467","Bronx","Metropolitan Area Regional Office - New York City","718-655-1700","https://www.thewaynecenter.com/","05/20/2020","0","0","NHBEDSAV","243","30","5","40.881191","-73.877365"
"1257","Wayne Center for Nursing & Rehabilitation","7000350N","3530 Wayne Avenue","Bronx","NY","10467","Bronx","Metropolitan Area Regional Office - New York City","718-655-1700","https://www.thewaynecenter.com/","05/20/2020","0","0","SCATTERBEDSAV","14","5","2","40.881191","-73.877365"
"1257","Wayne Center for Nursing & Rehabilitation","7000350N","3530 Wayne Avenue","Bronx","NY","10467","Bronx","Metropolitan Area Regional Office - New York City","718-655-1700","https://www.thewaynecenter.com/","05/20/2020","0","0","VENTBEDSAV","40","1","1","40.881191","-73.877365"
"1258","Fordham Nursing and Rehabilitation Center","7000395N","2678 Kingsbridge Terrace","Bronx","NY","10463","Bronx","Metropolitan Area Regional Office - New York City","718-796-5800","http://fordhamnrc.com/","05/13/2020","1","1","NHBEDSAV","240","47","5","40.870266","-73.904930"
"1260","Pinnacle Multicare Nursing and Rehabilitation Center","7000389N","801 Co-Op City Boulevard","Bronx","NY","10475","Bronx","Metropolitan Area Regional Office - New York City","718-239-6500","https://profiles.health.ny.gov/nursing_home/view/150679","05/20/2020","0","0","DIALYSISDEN","12",".","1","40.879047","-73.826904"
"1260","Pinnacle Multicare Nursing and Rehabilitation Center","7000389N","801 Co-Op City Boulevard","Bronx","NY","10475","Bronx","Metropolitan Area Regional Office - New York City","718-239-6500","https://profiles.health.ny.gov/nursing_home/view/150679","05/20/2020","0","0","PEDVENTCAP","12",".","1","40.879047","-73.826904"
"1260","Pinnacle Multicare Nursing and Rehabilitation Center","7000389N","801 Co-Op City Boulevard","Bronx","NY","10475","Bronx","Metropolitan Area Regional Office - New York City","718-239-6500","https://profiles.health.ny.gov/nursing_home/view/150679","05/20/2020","0","0","NHBEDSAV","482","26","5","40.879047","-73.826904"
"1260","Pinnacle Multicare Nursing and Rehabilitation Center","7000389N","801 Co-Op City Boulevard","Bronx","NY","10475","Bronx","Metropolitan Area Regional Office - New York City","718-239-6500","https://profiles.health.ny.gov/nursing_home/view/150679","05/20/2020","0","0","ADHCPSLOTSAV","72","72","5","40.879047","-73.826904"
"1277","East Haven Nursing & Rehabilitation Center","7000360N","2323-27 Eastchester Road","Bronx","NY","10469","Bronx","Metropolitan Area Regional Office - New York City","718-655-2848","https://www.easthavencares.com/","05/13/2020","1","1","NHBEDSAV","200","39","5","40.859859","-73.843124"
"1316","Rutland Nursing Home, Inc.","7001033N","585 Schenectady Avenue","Brooklyn","NY","11203","Kings","Metropolitan Area Regional Office - New York City","718-604-5221","https://www.kingsbrook.org/Programs-Services/Rutland-Nursing-Home.aspx","05/13/2020","1","1","DIALYSISDEN","6","0","0","40.659435","-73.934036"
"1316","Rutland Nursing Home, Inc.","7001033N","585 Schenectady Avenue","Brooklyn","NY","11203","Kings","Metropolitan Area Regional Office - New York City","718-604-5221","https://www.kingsbrook.org/Programs-Services/Rutland-Nursing-Home.aspx","05/13/2020","1","1","PEDVENTCAP","16","0","0","40.659435","-73.934036"
"1316","Rutland Nursing Home, Inc.","7001033N","585 Schenectady Avenue","Brooklyn","NY","11203","Kings","Metropolitan Area Regional Office - New York City","718-604-5221","https://www.kingsbrook.org/Programs-Services/Rutland-Nursing-Home.aspx","05/13/2020","1","1","NHBEDSAV","466","70","5","40.659435","-73.934036"
"1316","Rutland Nursing Home, Inc.","7001033N","585 Schenectady Avenue","Brooklyn","NY","11203","Kings","Metropolitan Area Regional Office - New York City","718-604-5221","https://www.kingsbrook.org/Programs-Services/Rutland-Nursing-Home.aspx","05/13/2020","1","1","SCATTERBEDSAV","6","3","2","40.659435","-73.934036"
"1316","Rutland Nursing Home, Inc.","7001033N","585 Schenectady Avenue","Brooklyn","NY","11203","Kings","Metropolitan Area Regional Office - New York City","718-604-5221","https://www.kingsbrook.org/Programs-Services/Rutland-Nursing-Home.aspx","05/13/2020","1","1","VENTBEDSAV","30","7","3","40.659435","-73.934036"
"1316","Rutland Nursing Home, Inc.","7001033N","585 Schenectady Avenue","Brooklyn","NY","11203","Kings","Metropolitan Area Regional Office - New York City","718-604-5221","https://www.kingsbrook.org/Programs-Services/Rutland-Nursing-Home.aspx","05/13/2020","1","1","PEDBEDSAV","32","5","2","40.659435","-73.934036"
"1361","Haym Solomon Home for the Aged","7001369N","2340 Cropsey Avenue","Brooklyn","NY","11214","Kings","Metropolitan Area Regional Office - New York City","718-373-1700","http://www.haymsalomonhome.com/","05/20/2020","0","0","NHBEDSAV","240","87","5","40.594852","-73.995995"
"1361","Haym Solomon Home for the Aged","7001369N","2340 Cropsey Avenue","Brooklyn","NY","11214","Kings","Metropolitan Area Regional Office - New York City","718-373-1700","http://www.haymsalomonhome.com/","05/20/2020","0","0","ADHCPSLOTSAV","60","0","0","40.594852","-73.995995"
"1364","King David Center for Nursing and Rehabilitation","7001803N","2266 Cropsey Avenue","Brooklyn","NY","11214","Kings","Metropolitan Area Regional Office - New York City","718-266-6100","https://www.kingdavidcenterrehab.com/","05/20/2020","0","0","NHBEDSAV","271","73","5","40.596001","-73.997360"
"1364","King David Center for Nursing and Rehabilitation","7001803N","2266 Cropsey Avenue","Brooklyn","NY","11214","Kings","Metropolitan Area Regional Office - New York City","718-266-6100","https://www.kingdavidcenterrehab.com/","05/20/2020","0","0","ADHCPSLOTSAV","50","50","5","40.596001","-73.997360"
"1368","Brooklyn United Methodist Church Home","7001308N","1485 Dumont Avenue","Brooklyn","NY","11208","Kings","Metropolitan Area Regional Office - New York City","718-827-4500","http://www.bumch.org/","05/13/2020","1","1","NHBEDSAV","120","17","4","40.671021","-73.862457"
"1369","NY Congregational Nursing Center, Inc","7001309N","135 Linden Boulevard","Brooklyn","NY","11226","Kings","Metropolitan Area Regional Office - New York City","718-284-0039","http://www.nycnc.org/nursing.htm","05/20/2020","0","0","NHBEDSAV","200","83","5","40.652481","-73.953758"
"1370","The Riverside","7002360N","150 Riverside Drive","New York","NY","10024","New York","Metropolitan Area Regional Office - New York City","646-505-3500","http://theriversiderehab.com/","05/06/2020","2","2","NHBEDSAV","520","80","5","40.790638","-73.979767"
"1373","Seagate Rehabilitation and Nursing Center","7001801N","3015 W 29 St","Brooklyn","NY","11224","Kings","Metropolitan Area Regional Office - New York City","718-266-5700","http://www.mjhs.org/rehab-and-nursing-centers/shorefront/","05/20/2020","0","0","NHBEDSAV","360","95","5","40.573448","-73.994919"
"1374","Norwegian Christian Home and Health Center","7001316N","1270-67th Street","Brooklyn","NY","11219","Kings","Metropolitan Area Regional Office - New York City","718-232-2322","http://www.nchhc.org/","05/20/2020","0","0","NHBEDSAV","135","11","4","40.625118","-74.003334"
"1376","Schulman and Schachne Institute for Nursing And Rehabilitation","7001318N","555 Rockaway Parkway","Brooklyn","NY","11212","Kings","Metropolitan Area Regional Office - New York City","718-240-5775","http://www.schulmanandschachne.org/","05/20/2020","0","0","NHBEDSAV","448","116","5","40.655045","-73.913261"
"1376","Schulman and Schachne Institute for Nursing And Rehabilitation","7001318N","555 Rockaway Parkway","Brooklyn","NY","11212","Kings","Metropolitan Area Regional Office - New York City","718-240-5775","http://www.schulmanandschachne.org/","05/20/2020","0","0","VENTBEDSAV","28","4","2","40.655045","-73.913261"
"1378","Williamsville Suburban LLC","1421306N","163 South Union Road","Williamsville","NY","14221","Erie","Western Regional Office - Buffalo","716-632-6152","http://www.williamsvillesuburban.com/","05/20/2020","0","0","NHBEDSAV","220","62","5","42.956402","-78.754890"
"1379","New Carlton Rehab and Nursing Center, LLC","7001386N","405 Carlton Ave","Brooklyn","NY","11238","Kings","Metropolitan Area Regional Office - New York City","718-789-6262","http://carltonnh.com/","05/20/2020","0","0","NHBEDSAV","148","31","5","40.685375","-73.971214"
"1380","Caton Park Rehabilitation and Nursing Center, LLC","7001366N","1312 Caton Avenue","Brooklyn","NY","11226","Kings","Metropolitan Area Regional Office - New York City","718-693-7000","http://catonpark.com/","05/20/2020","0","0","NHBEDSAV","119","40","5","40.649609","-73.967712"
"1381","Cobble Hill Health Center, Inc","7001323N","380 Henry Street","Brooklyn","NY","11201","Kings","Metropolitan Area Regional Office - New York City","718-855-6789","http://www.cobblehill.org/","05/20/2020","0","0","NHBEDSAV","364","133","5","40.688328","-73.997482"
"1383","The Chateau at Brooklyn Rehabilitation and Nursing Center","7001807N","3457 Nostrand Avenue","Brooklyn","NY","11229","Kings","Metropolitan Area Regional Office - New York City","718-615-1100","http://thechateaurehab.com/","05/20/2020","0","0","DIALYSISDEN","4",".","1","40.599613","-73.941666"
"1383","The Chateau at Brooklyn Rehabilitation and Nursing Center","7001807N","3457 Nostrand Avenue","Brooklyn","NY","11229","Kings","Metropolitan Area Regional Office - New York City","718-615-1100","http://thechateaurehab.com/","05/20/2020","0","0","PEDVENTCAP","10",".","1","40.599613","-73.941666"
"1383","The Chateau at Brooklyn Rehabilitation and Nursing Center","7001807N","3457 Nostrand Avenue","Brooklyn","NY","11229","Kings","Metropolitan Area Regional Office - New York City","718-615-1100","http://thechateaurehab.com/","05/20/2020","0","0","NHBEDSAV","189","60","5","40.599613","-73.941666"
"1391","Oxford Nursing Home","7001373N","144 So Oxford St","Brooklyn","NY","11217","Kings","Metropolitan Area Regional Office - New York City","718-638-0360","http://www.oxfordnh.com/home.html","05/20/2020","0","0","NHBEDSAV","235","46","5","40.684998","-73.973228"
"1392","Palm Gardens Center for Nursing and Rehabilitation","7001391N","615 Avenue C","Brooklyn","NY","11218","Kings","Metropolitan Area Regional Office - New York City","718-633-3300","http://www.palmgardenscenter.com/","05/20/2020","0","0","DIALYSISDEN","12",".","1","40.641064","-73.972786"
"1392","Palm Gardens Center for Nursing and Rehabilitation","7001391N","615 Avenue C","Brooklyn","NY","11218","Kings","Metropolitan Area Regional Office - New York City","718-633-3300","http://www.palmgardenscenter.com/","05/20/2020","0","0","NHBEDSAV","240","31","5","40.641064","-73.972786"
"1392","Palm Gardens Center for Nursing and Rehabilitation","7001391N","615 Avenue C","Brooklyn","NY","11218","Kings","Metropolitan Area Regional Office - New York City","718-633-3300","http://www.palmgardenscenter.com/","05/20/2020","0","0","VENTBEDSAV","68","4","2","40.641064","-73.972786"
"1392","Palm Gardens Center for Nursing and Rehabilitation","7001391N","615 Avenue C","Brooklyn","NY","11218","Kings","Metropolitan Area Regional Office - New York City","718-633-3300","http://www.palmgardenscenter.com/","05/20/2020","0","0","ADHCPSLOTSAV","130","130","5","40.641064","-73.972786"
"1393","The Heritage Rehabilitation and Health Care Center","7001392N","5606 15th Ave","Brooklyn","NY","11219","Kings","Metropolitan Area Regional Office - New York City","718-851-1000","http://theheritagecenter.com/","05/20/2020","0","0","NHBEDSAV","79","15","4","40.628391","-73.991936"
"1395","Brooklyn Center for Rehabilitation and Residential Health Care","7001388N","1455 Coney Island Avenue","Brooklyn","NY","11230","Kings","Metropolitan Area Regional Office - New York City","718-252-9800","https://centershealthcare.com/brooklyn_center/","05/20/2020","0","0","NHBEDSAV","215","79","5","40.622074","-73.964531"
"1398","Sheepshead Nursing & Rehabilitation Center","7001362N","2840 Knapp St","Brooklyn","NY","11235","Kings","Metropolitan Area Regional Office - New York City","718-646-5700","http://www.sheepsheadnursing.com/","05/20/2020","0","0","NHBEDSAV","200","35","5","40.585377","-73.931381"
"1398","Sheepshead Nursing & Rehabilitation Center","7001362N","2840 Knapp St","Brooklyn","NY","11235","Kings","Metropolitan Area Regional Office - New York City","718-646-5700","http://www.sheepsheadnursing.com/","05/20/2020","0","0","ADHCPSLOTSAV","50","50","5","40.585377","-73.931381"
"1399","Shore View Nursing & Rehabilitation Center","7001399N","2865 Brighton 3rd Street","Brooklyn","NY","11235","Kings","Metropolitan Area Regional Office - New York City","718-891-4400","http://shvnrc.com/","05/20/2020","0","0","NHBEDSAV","320","90","5","40.581375","-73.965714"
"1400","Spring Creek Rehabilitation & Nursing Care Center","7001384N","660 Louisiana Avenue","Brooklyn","NY","11239","Kings","Metropolitan Area Regional Office - New York City","718-669-7100","http://www.springcreekrehab.com/","05/20/2020","0","0","NHBEDSAV","188","45","5","40.645325","-73.883415"
"1401","Sea Crest Nursing and Rehabilitation Center","7001806N","3035 West 24th St","Brooklyn","NY","11224","Kings","Metropolitan Area Regional Office - New York City","718-372-4500","http://scrnrc.com/","05/20/2020","0","0","DIALYSISDEN","9",".","1","40.572155","-73.990364"
"1401","Sea Crest Nursing and Rehabilitation Center","7001806N","3035 West 24th St","Brooklyn","NY","11224","Kings","Metropolitan Area Regional Office - New York City","718-372-4500","http://scrnrc.com/","05/20/2020","0","0","NHBEDSAV","305","93","5","40.572155","-73.990364"
"1403","Boro Park Center for Rehabilitation and Healthcare","7001394N","4915 10th Ave","Brooklyn","NY","11219","Kings","Metropolitan Area Regional Office - New York City","718-851-3700","http://boroparkcenter.net/","05/13/2020","1","1","NHBEDSAV","510","97","5","40.638924","-73.998734"
"1404","Concord Nursing and Rehabilitation Center","7001348N","300 Madison Street","Brooklyn","NY","11216","Kings","Metropolitan Area Regional Office - New York City","718-636-7500","http://www.concordcares.org/social-justice--caring/nursing-home-and-rehabilitation-center","05/20/2020","0","0","NHBEDSAV","140","12","4","40.685150","-73.946304"
"1404","Concord Nursing and Rehabilitation Center","7001348N","300 Madison Street","Brooklyn","NY","11216","Kings","Metropolitan Area Regional Office - New York City","718-636-7500","http://www.concordcares.org/social-justice--caring/nursing-home-and-rehabilitation-center","05/20/2020","0","0","VENTBEDSAV","17","3","2","40.685150","-73.946304"
"1405","The Phoenix Rehabilitation and Nursing Center","7001802N","140 St Edwards Street","Brooklyn","NY","11201","Kings","Metropolitan Area Regional Office - New York City","718-858-6400","http://thephoenixrehab.com/","05/20/2020","0","0","NHBEDSAV","400","159","5","40.694958","-73.978012"
"1406","Bensonhurst Center for Rehabilitation and Healthcare","7001396N","1740 84th Street","Brooklyn","NY","11214","Kings","Metropolitan Area Regional Office - New York City","718-232-6700","http://www.center84.com/","05/20/2020","0","0","NHBEDSAV","200","43","5","40.609352","-74.002373"
"1407","Crown Heights Center for Nursing and Rehabilitation","7001398N","810-20 St Marks Avenue","Brooklyn","NY","11213","Kings","Metropolitan Area Regional Office - New York City","718-467-7300","https://www.crownheightscenterrehab.com/","05/20/2020","0","0","NHBEDSAV","295","58","5","40.674923","-73.945709"
"1408","Downtown Brooklyn Nursing & Rehabilitation Center","7001809N","520 Prospect Place","Brooklyn","NY","11238","Kings","Metropolitan Area Regional Office - New York City","718-636-1000","https://nursingandrehab.org/","05/20/2020","0","0","NHBEDSAV","320","70","5","40.675587","-73.959229"
"1409","Bedford Center for Nursing and Rehabilitation","7001805N","40 Heyward Street","Brooklyn","NY","11249","Kings","Metropolitan Area Regional Office - New York City","718-858-6200","http://www.bedfordcenterrehab.com/","05/20/2020","0","0","NHBEDSAV","200","25","5","40.700287","-73.958183"
"1409","Bedford Center for Nursing and Rehabilitation","7001805N","40 Heyward Street","Brooklyn","NY","11249","Kings","Metropolitan Area Regional Office - New York City","718-858-6200","http://www.bedfordcenterrehab.com/","05/20/2020","0","0","SCATTERBEDSAV","18","22","5","40.700287","-73.958183"
"1430","Atrium Center for Rehabilitation and Nursing","7001378N","630 E 104th Street","Brooklyn","NY","11236","Kings","Metropolitan Area Regional Office - New York City","718-240-3100","http://atriumrehabcenter.com/","05/20/2020","0","0","NHBEDSAV","380","61","5","40.649410","-73.898132"
"1569","Isabella Geriatric Center Inc","7002352N","515 Audubon Avenue","New York","NY","10040","New York","Metropolitan Area Regional Office - New York City","212-781-9800","https://www.mjhs.org/our-services/isabella-center/","05/20/2020","0","0","NHBEDSAV","705","191","5","40.854774","-73.927841"
"1569","Isabella Geriatric Center Inc","7002352N","515 Audubon Avenue","New York","NY","10040","New York","Metropolitan Area Regional Office - New York City","212-781-9800","https://www.mjhs.org/our-services/isabella-center/","05/20/2020","0","0","VENTBEDSAV","36","11","4","40.854774","-73.927841"
"1571","Mary Manning Walsh Nursing Home Co Inc","7002305N","1339 York Avenue","New York","NY","10021","New York","Metropolitan Area Regional Office - New York City","212-628-2800","https://www.archcare.org/nursing-homes/mary-manning-walsh","05/20/2020","0","0","NHBEDSAV","362","92","5","40.766533","-73.954063"
"1576","Ditmas Park Care Center","7001393N","2107 Ditmas Avenue","Brooklyn","NY","11226","Kings","Metropolitan Area Regional Office - New York City","718-462-8100","https://ditmasrehab.com/","05/13/2020","1","1","NHBEDSAV","200","24","5","40.639965","-73.957695"
"1576","Ditmas Park Care Center","7001393N","2107 Ditmas Avenue","Brooklyn","NY","11226","Kings","Metropolitan Area Regional Office - New York City","718-462-8100","https://ditmasrehab.com/","05/13/2020","1","1","SCATTERBEDSAV","15","0","0","40.639965","-73.957695"
