Measurement Year,Measurement Period,Program Type,Plan Name,Plan ID,CG Area,CG Domain,Domain Rating,Measure Name,Measure Category,Measure Type,Region,Critical Value,Average of Critical Values,Domain Score,Average of Domain Scores,Standard Deviation of Domain Scores,Total Stars,Average of Total Stars,Standard Deviation of Total Stars,Member Services Phone Numbers,Web Sites
2018,2018 January - June,PARTIAL,Hamaspik Choice,3522947,Overall,Overall,4,Overall,Overall,Overall,Hudson Valley,,,,,,,,,1-855-552-4642,www.hamaspikchoice.org
2018,2018 January - June,PARTIAL,Hamaspik Choice,3522947,Preventive Care,Advance Directives,1,Talked About Appointing for Health Decisions,Quality,Prevalence,Hudson Valley,1.69,1.69,-1.16,0.23,1,42,36,5.26,1-855-552-4642,www.hamaspikchoice.org
2018,2018 January - June,PARTIAL,Hamaspik Choice,3522947,Preventive Care,Patient Safety,3,No falls with Injury,Quality,Prevalence,Hudson Valley,3.29,3.29,-0.51,-0.56,3.79,42,36,5.26,1-855-552-4642,www.hamaspikchoice.org
2018,2018 January - June,PARTIAL,Hamaspik Choice,3522947,Preventive Care,Prevention,2,Dental Exam,Quality,Prevalence,Hudson Valley,3.29,3.29,-4.4,-1.03,4.31,42,36,5.26,1-855-552-4642,www.hamaspikchoice.org
2018,2018 January - June,PARTIAL,Hamaspik Choice,3522947,Preventive Care,Prevention,2,Eye Exam,Quality,Prevalence,Hudson Valley,3.29,3.29,-4.4,-1.03,4.31,42,36,5.26,1-855-552-4642,www.hamaspikchoice.org
2018,2018 January - June,PARTIAL,Hamaspik Choice,3522947,Preventive Care,Prevention,2,Influenza Vaccination,Quality,Prevalence,Hudson Valley,3.29,3.29,-4.4,-1.03,4.31,42,36,5.26,1-855-552-4642,www.hamaspikchoice.org
2018,2018 January - June,PARTIAL,Hamaspik Choice,3522947,Preventive Care,Prevention,2,Hearing Exam,Quality,Prevalence,Hudson Valley,3.29,3.29,-4.4,-1.03,4.31,42,36,5.26,1-855-552-4642,www.hamaspikchoice.org
2018,2018 January - June,PARTIAL,Hamaspik Choice,3522947,Preventive Care,Prevention,2,Mammogram,Quality,Prevalence,Hudson Valley,3.25,3.29,-4.4,-1.03,4.31,42,36,5.26,1-855-552-4642,www.hamaspikchoice.org
2018,2018 January - June,PARTIAL,Hamaspik Choice,3522947,Preventive Care,Prevention,2,Pneumococcal Vaccination,Quality,Prevalence,Hudson Valley,3.29,3.29,-4.4,-1.03,4.31,42,36,5.26,1-855-552-4642,www.hamaspikchoice.org
2018,2018 January - June,PARTIAL,Hamaspik Choice,3522947,Quality of Life,Quality of Life,5,Not Lonely or Not Distressed,Quality,Prevalence,Hudson Valley,3.29,2.49,4.36,-0.51,3.27,42,36,5.26,1-855-552-4642,www.hamaspikchoice.org
2018,2018 January - June,PARTIAL,Hamaspik Choice,3522947,Quality of Life,Quality of Life,5,Involved in Decisions,Satisfaction,Prevalence,Hudson Valley,1.69,2.49,4.36,-0.51,3.27,42,36,5.26,1-855-552-4642,www.hamaspikchoice.org
2018,2018 January - June,PARTIAL,Hamaspik Choice,3522947,Satisfaction with Care,Rating of Care Manager,5,Rating of Care Manager,Satisfaction,Prevalence,Hudson Valley,1.69,1.69,1.33,0.01,1,42,36,5.26,1-855-552-4642,www.hamaspikchoice.org
2018,2018 January - June,PARTIAL,Hamaspik Choice,3522947,Satisfaction with Care,Rating of Health Plan,4,Rating of Health Plan,Satisfaction,Prevalence,Hudson Valley,1.69,1.69,0.97,-0.04,1,42,36,5.26,1-855-552-4642,www.hamaspikchoice.org
2018,2018 January - June,PARTIAL,Hamaspik Choice,3522947,Satisfaction with Care,Rating of Regular Visiting Nurse,3,Rating of Regular Visiting Nurse,Satisfaction,Prevalence,Hudson Valley,1.69,1.69,0.11,-0.05,1,42,36,5.26,1-855-552-4642,www.hamaspikchoice.org
2018,2018 January - June,PARTIAL,Hamaspik Choice,3522947,Satisfaction with Care,Timeliness of Aide,4,Timeliness of Home Health Aide,Satisfaction,Prevalence,Hudson Valley,1.69,1.69,0.7,-0.1,1,42,36,5.26,1-855-552-4642,www.hamaspikchoice.org
2018,2018 January - June,PARTIAL,Hamaspik Choice,3522947,Stability or Improvement,ADL Stable or Improved,2,ADL Stable or Improved,Quality,Over-Time,Hudson Valley,3.29,3.29,-4.1,0.1,4.33,42,36,5.26,1-855-552-4642,www.hamaspikchoice.org
2018,2018 January - June,PARTIAL,Hamaspik Choice,3522947,Stability or Improvement,Pain Intensity Stable or Improved,4,Pain Intensity Stable or Improved,Quality,Over-Time,Hudson Valley,3.29,3.29,2.11,-0.62,4.13,42,36,5.26,1-855-552-4642,www.hamaspikchoice.org
2018,2018 January - June,PARTIAL,Hamaspik Choice,3522947,Stability or Improvement,Shortness of Breath Stable or Improved,4,Shortness of Breath Stable or Improved,Quality,Over-Time,Hudson Valley,3.29,3.29,2.8,-0.34,4.81,42,36,5.26,1-855-552-4642,www.hamaspikchoice.org
2018,2018 January - June,PARTIAL,Hamaspik Choice,3522947,Stability or Improvement,Urinary Continence Stable or Improved,5,Urinary Continence Stable or Improved,Quality,Over-Time,Hudson Valley,3.29,3.29,5.81,0.11,3.8,42,36,5.26,1-855-552-4642,www.hamaspikchoice.org
2018,2018 January - June,FIDA,Healthfirst AbsoluteCare FIDA,3878457,Overall,Overall,3,Overall,Overall,Overall,Hudson Valley,,,,,,,,,1-855-675-7630,www.healthfirst.org
2018,2018 January - June,FIDA,Healthfirst AbsoluteCare FIDA,3878457,Preventive Care,Advance Directives,N/A,Talked About Appointing for Health Decisions,Quality,Prevalence,Hudson Valley,1.69,,0.23,0.23,1,37,36,5.26,1-855-675-7630,www.healthfirst.org
2018,2018 January - June,FIDA,Healthfirst AbsoluteCare FIDA,3878457,Preventive Care,Patient Safety,3,No falls with Injury,Quality,Prevalence,Hudson Valley,3.29,3.29,0.86,-0.56,3.79,37,36,5.26,1-855-675-7630,www.healthfirst.org
2018,2018 January - June,FIDA,Healthfirst AbsoluteCare FIDA,3878457,Preventive Care,Prevention,3,Dental Exam,Quality,Prevalence,Hudson Valley,3.29,3.29,-1.8,-1.03,4.31,37,36,5.26,1-855-675-7630,www.healthfirst.org
2018,2018 January - June,FIDA,Healthfirst AbsoluteCare FIDA,3878457,Preventive Care,Prevention,3,Eye Exam,Quality,Prevalence,Hudson Valley,3.29,3.29,-1.8,-1.03,4.31,37,36,5.26,1-855-675-7630,www.healthfirst.org
2018,2018 January - June,FIDA,Healthfirst AbsoluteCare FIDA,3878457,Preventive Care,Prevention,3,Influenza Vaccination,Quality,Prevalence,Hudson Valley,3.29,3.29,-1.8,-1.03,4.31,37,36,5.26,1-855-675-7630,www.healthfirst.org
2018,2018 January - June,FIDA,Healthfirst AbsoluteCare FIDA,3878457,Preventive Care,Prevention,3,Hearing Exam,Quality,Prevalence,Hudson Valley,3.29,3.29,-1.8,-1.03,4.31,37,36,5.26,1-855-675-7630,www.healthfirst.org
2018,2018 January - June,FIDA,Healthfirst AbsoluteCare FIDA,3878457,Preventive Care,Prevention,3,Mammogram,Quality,Prevalence,Hudson Valley,3.25,3.29,-1.8,-1.03,4.31,37,36,5.26,1-855-675-7630,www.healthfirst.org
2018,2018 January - June,FIDA,Healthfirst AbsoluteCare FIDA,3878457,Preventive Care,Prevention,3,Pneumococcal Vaccination,Quality,Prevalence,Hudson Valley,3.29,3.29,-1.8,-1.03,4.31,37,36,5.26,1-855-675-7630,www.healthfirst.org
2018,2018 January - June,FIDA,Healthfirst AbsoluteCare FIDA,3878457,Quality of Life,Quality of Life,3,Not Lonely or Not Distressed,Quality,Prevalence,Hudson Valley,3.29,3.29,-0.95,-0.51,3.27,37,36,5.26,1-855-675-7630,www.healthfirst.org
2018,2018 January - June,FIDA,Healthfirst AbsoluteCare FIDA,3878457,Quality of Life,Quality of Life,3,Involved in Decisions,Satisfaction,Prevalence,Hudson Valley,1.69,3.29,-0.95,-0.51,3.27,37,36,5.26,1-855-675-7630,www.healthfirst.org
2018,2018 January - June,FIDA,Healthfirst AbsoluteCare FIDA,3878457,Satisfaction with Care,Rating of Care Manager,N/A,Rating of Care Manager,Satisfaction,Prevalence,Hudson Valley,1.69,,0.01,0.01,1,37,36,5.26,1-855-675-7630,www.healthfirst.org
2018,2018 January - June,FIDA,Healthfirst AbsoluteCare FIDA,3878457,Satisfaction with Care,Rating of Health Plan,N/A,Rating of Health Plan,Satisfaction,Prevalence,Hudson Valley,1.69,,-0.04,-0.04,1,37,36,5.26,1-855-675-7630,www.healthfirst.org
2018,2018 January - June,FIDA,Healthfirst AbsoluteCare FIDA,3878457,Satisfaction with Care,Rating of Regular Visiting Nurse,N/A,Rating of Regular Visiting Nurse,Satisfaction,Prevalence,Hudson Valley,1.69,,-0.05,-0.05,1,37,36,5.26,1-855-675-7630,www.healthfirst.org
2018,2018 January - June,FIDA,Healthfirst AbsoluteCare FIDA,3878457,Satisfaction with Care,Timeliness of Aide,N/A,Timeliness of Home Health Aide,Satisfaction,Prevalence,Hudson Valley,1.69,,-0.1,-0.1,1,37,36,5.26,1-855-675-7630,www.healthfirst.org
2018,2018 January - June,FIDA,Healthfirst AbsoluteCare FIDA,3878457,Stability or Improvement,ADL Stable or Improved,4,ADL Stable or Improved,Quality,Over-Time,Hudson Valley,3.29,3.29,2.61,0.1,4.33,37,36,5.26,1-855-675-7630,www.healthfirst.org
2018,2018 January - June,FIDA,Healthfirst AbsoluteCare FIDA,3878457,Stability or Improvement,Pain Intensity Stable or Improved,3,Pain Intensity Stable or Improved,Quality,Over-Time,Hudson Valley,3.29,3.29,-1.98,-0.62,4.13,37,36,5.26,1-855-675-7630,www.healthfirst.org
2018,2018 January - June,FIDA,Healthfirst AbsoluteCare FIDA,3878457,Stability or Improvement,Shortness of Breath Stable or Improved,3,Shortness of Breath Stable or Improved,Quality,Over-Time,Hudson Valley,3.29,3.29,-1.39,-0.34,4.81,37,36,5.26,1-855-675-7630,www.healthfirst.org
2018,2018 January - June,FIDA,Healthfirst AbsoluteCare FIDA,3878457,Stability or Improvement,Urinary Continence Stable or Improved,3,Urinary Continence Stable or Improved,Quality,Over-Time,Hudson Valley,3.29,3.29,-1.48,0.11,3.8,37,36,5.26,1-855-675-7630,www.healthfirst.org
2018,2018 January - June,FIDA,Healthfirst AbsoluteCare FIDA,3878457,Overall,Overall,3,Overall,Overall,Overall,Long Island,,,,,,,,,1-855-675-7630,www.healthfirst.org
2018,2018 January - June,FIDA,Healthfirst AbsoluteCare FIDA,3878457,Preventive Care,Advance Directives,N/A,Talked About Appointing for Health Decisions,Quality,Prevalence,Long Island,1.69,,0.23,0.23,1,37,36,5.26,1-855-675-7630,www.healthfirst.org
2018,2018 January - June,FIDA,Healthfirst AbsoluteCare FIDA,3878457,Preventive Care,Patient Safety,3,No falls with Injury,Quality,Prevalence,Long Island,3.29,3.29,0.86,-0.56,3.79,37,36,5.26,1-855-675-7630,www.healthfirst.org
2018,2018 January - June,FIDA,Healthfirst AbsoluteCare FIDA,3878457,Preventive Care,Prevention,3,Dental Exam,Quality,Prevalence,Long Island,3.29,3.29,-1.8,-1.03,4.31,37,36,5.26,1-855-675-7630,www.healthfirst.org
2018,2018 January - June,FIDA,Healthfirst AbsoluteCare FIDA,3878457,Preventive Care,Prevention,3,Eye Exam,Quality,Prevalence,Long Island,3.29,3.29,-1.8,-1.03,4.31,37,36,5.26,1-855-675-7630,www.healthfirst.org
2018,2018 January - June,FIDA,Healthfirst AbsoluteCare FIDA,3878457,Preventive Care,Prevention,3,Influenza Vaccination,Quality,Prevalence,Long Island,3.29,3.29,-1.8,-1.03,4.31,37,36,5.26,1-855-675-7630,www.healthfirst.org
2018,2018 January - June,FIDA,Healthfirst AbsoluteCare FIDA,3878457,Preventive Care,Prevention,3,Hearing Exam,Quality,Prevalence,Long Island,3.29,3.29,-1.8,-1.03,4.31,37,36,5.26,1-855-675-7630,www.healthfirst.org
2018,2018 January - June,FIDA,Healthfirst AbsoluteCare FIDA,3878457,Preventive Care,Prevention,3,Mammogram,Quality,Prevalence,Long Island,3.25,3.29,-1.8,-1.03,4.31,37,36,5.26,1-855-675-7630,www.healthfirst.org
2018,2018 January - June,FIDA,Healthfirst AbsoluteCare FIDA,3878457,Preventive Care,Prevention,3,Pneumococcal Vaccination,Quality,Prevalence,Long Island,3.29,3.29,-1.8,-1.03,4.31,37,36,5.26,1-855-675-7630,www.healthfirst.org
2018,2018 January - June,FIDA,Healthfirst AbsoluteCare FIDA,3878457,Quality of Life,Quality of Life,3,Not Lonely or Not Distressed,Quality,Prevalence,Long Island,3.29,3.29,-0.95,-0.51,3.27,37,36,5.26,1-855-675-7630,www.healthfirst.org
2018,2018 January - June,FIDA,Healthfirst AbsoluteCare FIDA,3878457,Quality of Life,Quality of Life,3,Involved in Decisions,Satisfaction,Prevalence,Long Island,1.69,3.29,-0.95,-0.51,3.27,37,36,5.26,1-855-675-7630,www.healthfirst.org
2018,2018 January - June,FIDA,Healthfirst AbsoluteCare FIDA,3878457,Satisfaction with Care,Rating of Care Manager,N/A,Rating of Care Manager,Satisfaction,Prevalence,Long Island,1.69,,0.01,0.01,1,37,36,5.26,1-855-675-7630,www.healthfirst.org
2018,2018 January - June,FIDA,Healthfirst AbsoluteCare FIDA,3878457,Satisfaction with Care,Rating of Health Plan,N/A,Rating of Health Plan,Satisfaction,Prevalence,Long Island,1.69,,-0.04,-0.04,1,37,36,5.26,1-855-675-7630,www.healthfirst.org
2018,2018 January - June,FIDA,Healthfirst AbsoluteCare FIDA,3878457,Satisfaction with Care,Rating of Regular Visiting Nurse,N/A,Rating of Regular Visiting Nurse,Satisfaction,Prevalence,Long Island,1.69,,-0.05,-0.05,1,37,36,5.26,1-855-675-7630,www.healthfirst.org
2018,2018 January - June,FIDA,Healthfirst AbsoluteCare FIDA,3878457,Satisfaction with Care,Timeliness of Aide,N/A,Timeliness of Home Health Aide,Satisfaction,Prevalence,Long Island,1.69,,-0.1,-0.1,1,37,36,5.26,1-855-675-7630,www.healthfirst.org
2018,2018 January - June,FIDA,Healthfirst AbsoluteCare FIDA,3878457,Stability or Improvement,ADL Stable or Improved,4,ADL Stable or Improved,Quality,Over-Time,Long Island,3.29,3.29,2.61,0.1,4.33,37,36,5.26,1-855-675-7630,www.healthfirst.org
2018,2018 January - June,FIDA,Healthfirst AbsoluteCare FIDA,3878457,Stability or Improvement,Pain Intensity Stable or Improved,3,Pain Intensity Stable or Improved,Quality,Over-Time,Long Island,3.29,3.29,-1.98,-0.62,4.13,37,36,5.26,1-855-675-7630,www.healthfirst.org
2018,2018 January - June,FIDA,Healthfirst AbsoluteCare FIDA,3878457,Stability or Improvement,Shortness of Breath Stable or Improved,3,Shortness of Breath Stable or Improved,Quality,Over-Time,Long Island,3.29,3.29,-1.39,-0.34,4.81,37,36,5.26,1-855-675-7630,www.healthfirst.org
2018,2018 January - June,FIDA,Healthfirst AbsoluteCare FIDA,3878457,Stability or Improvement,Urinary Continence Stable or Improved,3,Urinary Continence Stable or Improved,Quality,Over-Time,Long Island,3.29,3.29,-1.48,0.11,3.8,37,36,5.26,1-855-675-7630,www.healthfirst.org
2018,2018 January - June,FIDA,Healthfirst AbsoluteCare FIDA,3878457,Overall,Overall,3,Overall,Overall,Overall,New York City,,,,,,,,,1-855-675-7630,www.healthfirst.org
2018,2018 January - June,FIDA,Healthfirst AbsoluteCare FIDA,3878457,Preventive Care,Advance Directives,N/A,Talked About Appointing for Health Decisions,Quality,Prevalence,New York City,1.69,,0.23,0.23,1,37,36,5.26,1-855-675-7630,www.healthfirst.org
2018,2018 January - June,FIDA,Healthfirst AbsoluteCare FIDA,3878457,Preventive Care,Patient Safety,3,No falls with Injury,Quality,Prevalence,New York City,3.29,3.29,0.86,-0.56,3.79,37,36,5.26,1-855-675-7630,www.healthfirst.org
2018,2018 January - June,FIDA,Healthfirst AbsoluteCare FIDA,3878457,Preventive Care,Prevention,3,Dental Exam,Quality,Prevalence,New York City,3.29,3.29,-1.8,-1.03,4.31,37,36,5.26,1-855-675-7630,www.healthfirst.org
2018,2018 January - June,FIDA,Healthfirst AbsoluteCare FIDA,3878457,Preventive Care,Prevention,3,Eye Exam,Quality,Prevalence,New York City,3.29,3.29,-1.8,-1.03,4.31,37,36,5.26,1-855-675-7630,www.healthfirst.org
2018,2018 January - June,FIDA,Healthfirst AbsoluteCare FIDA,3878457,Preventive Care,Prevention,3,Influenza Vaccination,Quality,Prevalence,New York City,3.29,3.29,-1.8,-1.03,4.31,37,36,5.26,1-855-675-7630,www.healthfirst.org
2018,2018 January - June,FIDA,Healthfirst AbsoluteCare FIDA,3878457,Preventive Care,Prevention,3,Hearing Exam,Quality,Prevalence,New York City,3.29,3.29,-1.8,-1.03,4.31,37,36,5.26,1-855-675-7630,www.healthfirst.org
2018,2018 January - June,FIDA,Healthfirst AbsoluteCare FIDA,3878457,Preventive Care,Prevention,3,Mammogram,Quality,Prevalence,New York City,3.25,3.29,-1.8,-1.03,4.31,37,36,5.26,1-855-675-7630,www.healthfirst.org
2018,2018 January - June,FIDA,Healthfirst AbsoluteCare FIDA,3878457,Preventive Care,Prevention,3,Pneumococcal Vaccination,Quality,Prevalence,New York City,3.29,3.29,-1.8,-1.03,4.31,37,36,5.26,1-855-675-7630,www.healthfirst.org
2018,2018 January - June,FIDA,Healthfirst AbsoluteCare FIDA,3878457,Quality of Life,Quality of Life,3,Not Lonely or Not Distressed,Quality,Prevalence,New York City,3.29,3.29,-0.95,-0.51,3.27,37,36,5.26,1-855-675-7630,www.healthfirst.org
2018,2018 January - June,FIDA,Healthfirst AbsoluteCare FIDA,3878457,Quality of Life,Quality of Life,3,Involved in Decisions,Satisfaction,Prevalence,New York City,1.69,3.29,-0.95,-0.51,3.27,37,36,5.26,1-855-675-7630,www.healthfirst.org
2018,2018 January - June,FIDA,Healthfirst AbsoluteCare FIDA,3878457,Satisfaction with Care,Rating of Care Manager,N/A,Rating of Care Manager,Satisfaction,Prevalence,New York City,1.69,,0.01,0.01,1,37,36,5.26,1-855-675-7630,www.healthfirst.org
2018,2018 January - June,FIDA,Healthfirst AbsoluteCare FIDA,3878457,Satisfaction with Care,Rating of Health Plan,N/A,Rating of Health Plan,Satisfaction,Prevalence,New York City,1.69,,-0.04,-0.04,1,37,36,5.26,1-855-675-7630,www.healthfirst.org
2018,2018 January - June,FIDA,Healthfirst AbsoluteCare FIDA,3878457,Satisfaction with Care,Rating of Regular Visiting Nurse,N/A,Rating of Regular Visiting Nurse,Satisfaction,Prevalence,New York City,1.69,,-0.05,-0.05,1,37,36,5.26,1-855-675-7630,www.healthfirst.org
2018,2018 January - June,FIDA,Healthfirst AbsoluteCare FIDA,3878457,Satisfaction with Care,Timeliness of Aide,N/A,Timeliness of Home Health Aide,Satisfaction,Prevalence,New York City,1.69,,-0.1,-0.1,1,37,36,5.26,1-855-675-7630,www.healthfirst.org
2018,2018 January - June,FIDA,Healthfirst AbsoluteCare FIDA,3878457,Stability or Improvement,ADL Stable or Improved,4,ADL Stable or Improved,Quality,Over-Time,New York City,3.29,3.29,2.61,0.1,4.33,37,36,5.26,1-855-675-7630,www.healthfirst.org
2018,2018 January - June,FIDA,Healthfirst AbsoluteCare FIDA,3878457,Stability or Improvement,Pain Intensity Stable or Improved,3,Pain Intensity Stable or Improved,Quality,Over-Time,New York City,3.29,3.29,-1.98,-0.62,4.13,37,36,5.26,1-855-675-7630,www.healthfirst.org
2018,2018 January - June,FIDA,Healthfirst AbsoluteCare FIDA,3878457,Stability or Improvement,Shortness of Breath Stable or Improved,3,Shortness of Breath Stable or Improved,Quality,Over-Time,New York City,3.29,3.29,-1.39,-0.34,4.81,37,36,5.26,1-855-675-7630,www.healthfirst.org
2018,2018 January - June,FIDA,Healthfirst AbsoluteCare FIDA,3878457,Stability or Improvement,Urinary Continence Stable or Improved,3,Urinary Continence Stable or Improved,Quality,Over-Time,New York City,3.29,3.29,-1.48,0.11,3.8,37,36,5.26,1-855-675-7630,www.healthfirst.org
2018,2018 January - June,PARTIAL,iCircle,3866960,Overall,Overall,1,Overall,Overall,Overall,Central,,,,,,,,,1-844-424-7253,www.icirclecny.org
2018,2018 January - June,PARTIAL,iCircle,3866960,Preventive Care,Advance Directives,2,Talked About Appointing for Health Decisions,Quality,Prevalence,Central,1.69,1.69,-0.91,0.23,1,24,36,5.26,1-844-424-7253,www.icirclecny.org
2018,2018 January - June,PARTIAL,iCircle,3866960,Preventive Care,Patient Safety,1,No falls with Injury,Quality,Prevalence,Central,3.29,3.29,-9.88,-0.56,3.79,24,36,5.26,1-844-424-7253,www.icirclecny.org
2018,2018 January - June,PARTIAL,iCircle,3866960,Preventive Care,Prevention,2,Dental Exam,Quality,Prevalence,Central,3.29,3.29,-5.92,-1.03,4.31,24,36,5.26,1-844-424-7253,www.icirclecny.org
2018,2018 January - June,PARTIAL,iCircle,3866960,Preventive Care,Prevention,2,Eye Exam,Quality,Prevalence,Central,3.29,3.29,-5.92,-1.03,4.31,24,36,5.26,1-844-424-7253,www.icirclecny.org
2018,2018 January - June,PARTIAL,iCircle,3866960,Preventive Care,Prevention,2,Influenza Vaccination,Quality,Prevalence,Central,3.29,3.29,-5.92,-1.03,4.31,24,36,5.26,1-844-424-7253,www.icirclecny.org
2018,2018 January - June,PARTIAL,iCircle,3866960,Preventive Care,Prevention,2,Hearing Exam,Quality,Prevalence,Central,3.29,3.29,-5.92,-1.03,4.31,24,36,5.26,1-844-424-7253,www.icirclecny.org
2018,2018 January - June,PARTIAL,iCircle,3866960,Preventive Care,Prevention,2,Mammogram,Quality,Prevalence,Central,3.25,3.29,-5.92,-1.03,4.31,24,36,5.26,1-844-424-7253,www.icirclecny.org
2018,2018 January - June,PARTIAL,iCircle,3866960,Preventive Care,Prevention,2,Pneumococcal Vaccination,Quality,Prevalence,Central,3.29,3.29,-5.92,-1.03,4.31,24,36,5.26,1-844-424-7253,www.icirclecny.org
2018,2018 January - June,PARTIAL,iCircle,3866960,Quality of Life,Quality of Life,2,Not Lonely or Not Distressed,Quality,Prevalence,Central,3.29,2.49,-3.26,-0.51,3.27,24,36,5.26,1-844-424-7253,www.icirclecny.org
2018,2018 January - June,PARTIAL,iCircle,3866960,Quality of Life,Quality of Life,2,Involved in Decisions,Satisfaction,Prevalence,Central,1.69,2.49,-3.26,-0.51,3.27,24,36,5.26,1-844-424-7253,www.icirclecny.org
2018,2018 January - June,PARTIAL,iCircle,3866960,Satisfaction with Care,Rating of Care Manager,4,Rating of Care Manager,Satisfaction,Prevalence,Central,1.69,1.69,0.96,0.01,1,24,36,5.26,1-844-424-7253,www.icirclecny.org
2018,2018 January - June,PARTIAL,iCircle,3866960,Satisfaction with Care,Rating of Health Plan,3,Rating of Health Plan,Satisfaction,Prevalence,Central,1.69,1.69,-0.25,-0.04,1,24,36,5.26,1-844-424-7253,www.icirclecny.org
2018,2018 January - June,PARTIAL,iCircle,3866960,Satisfaction with Care,Rating of Regular Visiting Nurse,3,Rating of Regular Visiting Nurse,Satisfaction,Prevalence,Central,1.69,1.69,0.39,-0.05,1,24,36,5.26,1-844-424-7253,www.icirclecny.org
2018,2018 January - June,PARTIAL,iCircle,3866960,Satisfaction with Care,Timeliness of Aide,3,Timeliness of Home Health Aide,Satisfaction,Prevalence,Central,1.69,1.69,-0.06,-0.1,1,24,36,5.26,1-844-424-7253,www.icirclecny.org
2018,2018 January - June,PARTIAL,iCircle,3866960,Stability or Improvement,ADL Stable or Improved,1,ADL Stable or Improved,Quality,Over-Time,Central,3.29,3.29,-6.67,0.1,4.33,24,36,5.26,1-844-424-7253,www.icirclecny.org
2018,2018 January - June,PARTIAL,iCircle,3866960,Stability or Improvement,Pain Intensity Stable or Improved,1,Pain Intensity Stable or Improved,Quality,Over-Time,Central,3.29,3.29,-9.88,-0.62,4.13,24,36,5.26,1-844-424-7253,www.icirclecny.org
2018,2018 January - June,PARTIAL,iCircle,3866960,Stability or Improvement,Shortness of Breath Stable or Improved,1,Shortness of Breath Stable or Improved,Quality,Over-Time,Central,3.29,3.29,-9.88,-0.34,4.81,24,36,5.26,1-844-424-7253,www.icirclecny.org
2018,2018 January - June,PARTIAL,iCircle,3866960,Stability or Improvement,Urinary Continence Stable or Improved,1,Urinary Continence Stable or Improved,Quality,Over-Time,Central,3.29,3.29,-5.34,0.11,3.8,24,36,5.26,1-844-424-7253,www.icirclecny.org
2018,2018 January - June,PARTIAL,iCircle,3866960,Overall,Overall,1,Overall,Overall,Overall,North East,,,,,,,,,1-844-424-7253,www.icirclecny.org
2018,2018 January - June,PARTIAL,iCircle,3866960,Preventive Care,Advance Directives,2,Talked About Appointing for Health Decisions,Quality,Prevalence,North East,1.69,1.69,-0.91,0.23,1,24,36,5.26,1-844-424-7253,www.icirclecny.org
2018,2018 January - June,PARTIAL,iCircle,3866960,Preventive Care,Patient Safety,1,No falls with Injury,Quality,Prevalence,North East,3.29,3.29,-9.88,-0.56,3.79,24,36,5.26,1-844-424-7253,www.icirclecny.org
2018,2018 January - June,PARTIAL,iCircle,3866960,Preventive Care,Prevention,2,Dental Exam,Quality,Prevalence,North East,3.29,3.29,-5.92,-1.03,4.31,24,36,5.26,1-844-424-7253,www.icirclecny.org
2018,2018 January - June,PARTIAL,iCircle,3866960,Preventive Care,Prevention,2,Eye Exam,Quality,Prevalence,North East,3.29,3.29,-5.92,-1.03,4.31,24,36,5.26,1-844-424-7253,www.icirclecny.org
2018,2018 January - June,PARTIAL,iCircle,3866960,Preventive Care,Prevention,2,Influenza Vaccination,Quality,Prevalence,North East,3.29,3.29,-5.92,-1.03,4.31,24,36,5.26,1-844-424-7253,www.icirclecny.org
2018,2018 January - June,PARTIAL,iCircle,3866960,Preventive Care,Prevention,2,Hearing Exam,Quality,Prevalence,North East,3.29,3.29,-5.92,-1.03,4.31,24,36,5.26,1-844-424-7253,www.icirclecny.org
2018,2018 January - June,PARTIAL,iCircle,3866960,Preventive Care,Prevention,2,Mammogram,Quality,Prevalence,North East,3.25,3.29,-5.92,-1.03,4.31,24,36,5.26,1-844-424-7253,www.icirclecny.org
2018,2018 January - June,PARTIAL,iCircle,3866960,Preventive Care,Prevention,2,Pneumococcal Vaccination,Quality,Prevalence,North East,3.29,3.29,-5.92,-1.03,4.31,24,36,5.26,1-844-424-7253,www.icirclecny.org
2018,2018 January - June,PARTIAL,iCircle,3866960,Quality of Life,Quality of Life,2,Not Lonely or Not Distressed,Quality,Prevalence,North East,3.29,2.49,-3.26,-0.51,3.27,24,36,5.26,1-844-424-7253,www.icirclecny.org
2018,2018 January - June,PARTIAL,iCircle,3866960,Quality of Life,Quality of Life,2,Involved in Decisions,Satisfaction,Prevalence,North East,1.69,2.49,-3.26,-0.51,3.27,24,36,5.26,1-844-424-7253,www.icirclecny.org
2018,2018 January - June,PARTIAL,iCircle,3866960,Satisfaction with Care,Rating of Care Manager,4,Rating of Care Manager,Satisfaction,Prevalence,North East,1.69,1.69,0.96,0.01,1,24,36,5.26,1-844-424-7253,www.icirclecny.org
2018,2018 January - June,PARTIAL,iCircle,3866960,Satisfaction with Care,Rating of Health Plan,3,Rating of Health Plan,Satisfaction,Prevalence,North East,1.69,1.69,-0.25,-0.04,1,24,36,5.26,1-844-424-7253,www.icirclecny.org
2018,2018 January - June,PARTIAL,iCircle,3866960,Satisfaction with Care,Rating of Regular Visiting Nurse,3,Rating of Regular Visiting Nurse,Satisfaction,Prevalence,North East,1.69,1.69,0.39,-0.05,1,24,36,5.26,1-844-424-7253,www.icirclecny.org
2018,2018 January - June,PARTIAL,iCircle,3866960,Satisfaction with Care,Timeliness of Aide,3,Timeliness of Home Health Aide,Satisfaction,Prevalence,North East,1.69,1.69,-0.06,-0.1,1,24,36,5.26,1-844-424-7253,www.icirclecny.org
